city,longitude,latitude,weather_id,weather_main,weather_description,temperature,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_direction,wind_gust,date_time,country,sunrise,sunset
Loni,77.2833,28.75,800,Clear,clear sky,24.13,23.56,24.13,24.13,1012,37,10000,0.51,18,0.65,2024-10-23 00:17:45,IN,2024-10-23 06:26:43,2024-10-23 17:43:20
Siliguri,88.4333,26.7,803,Clouds,broken clouds,21.72,21.57,21.72,21.72,1012,62,10000,1.59,357,1.49,2024-10-23 00:17:45,IN,2024-10-23 05:40:03,2024-10-23 17:00:49
Jhānsi,78.5833,25.4333,800,Clear,clear sky,25.52,25.09,25.52,25.52,1012,37,10000,2.03,9,2.11,2024-10-23 00:17:45,IN,2024-10-23 06:18:13,2024-10-23 17:41:26
Ulhasnagar,73.15,19.2167,500,Rain,light rain,30,37,30,30,1011,82,10000,0.69,65,0.86,2024-10-23 00:17:46,IN,2024-10-23 06:34:12,2024-10-23 18:08:55
Nellore,79.9667,14.4333,802,Clouds,scattered clouds,26.59,26.59,26.59,26.59,1010,83,10000,0.12,251,0.42,2024-10-23 00:13:37,IN,2024-10-23 06:02:46,2024-10-23 17:45:49
Jammu,74.8667,32.7333,800,Clear,clear sky,22.54,22.02,22.54,22.54,1013,45,10000,2.2,40,2,2024-10-23 00:27:31,IN,2024-10-23 06:40:38,2024-10-23 17:48:45
Belgaum,74.5,15.8667,802,Clouds,scattered clouds,21.7,22.15,21.7,21.7,1012,85,10000,1.48,93,1.51,2024-10-23 00:17:47,IN,2024-10-23 06:25:52,2024-10-23 18:06:27
Mangalore,74.8833,12.8667,500,Rain,light rain,27.48,31.21,27.48,27.48,1011,83,6000,1.54,110,N/A,2024-10-23 00:17:47,IN,2024-10-23 06:21:47,2024-10-23 18:07:28
Ambattur,80.1622,13.0983,801,Clouds,few clouds,28.39,34.41,27.75,29.41,1010,87,6000,1.03,0,N/A,2024-10-23 00:14:54,IN,2024-10-23 06:00:52,2024-10-23 17:46:10
Tirunelveli,77.7,8.7333,804,Clouds,overcast clouds,27.41,30.79,27.41,27.41,1010,81,10000,1.88,326,3.09,2024-10-23 00:17:47,IN,2024-10-23 06:07:05,2024-10-23 17:59:39
Gaya,85,24.7833,800,Clear,clear sky,23.33,23.49,23.33,23.33,1011,68,10000,1.77,237,1.91,2024-10-23 00:17:48,IN,2024-10-23 05:51:55,2024-10-23 17:16:25
Jalgaon,75.5667,21.0167,800,Clear,clear sky,25.18,25.61,25.18,25.18,1012,71,10000,2.41,97,2.64,2024-10-23 00:17:48,IN,2024-10-23 06:26:09,2024-10-23 17:57:38
Udaipur,73.6918,24.5712,800,Clear,clear sky,23.7,23.51,23.7,23.7,1013,53,10000,1.41,319,1.48,2024-10-23 00:17:48,IN,2024-10-23 06:36:58,2024-10-23 18:01:49
Luanda,13.2343,-8.8368,802,Clouds,scattered clouds,26,26,26,26,1011,78,9000,5.66,230,N/A,2024-10-23 00:14:32,AO,2024-10-22 10:10:52,2024-10-22 22:31:49
Dhaka,90.4074,23.7104,721,Haze,haze,27.99,32.54,27.99,27.99,1009,83,4000,0,0,N/A,2024-10-23 00:23:37,BD,2024-10-23 05:29:16,2024-10-23 16:55:49
Toronto,-79.4163,43.7001,803,Clouds,broken clouds,22.42,22.21,21.29,25.28,1019,57,10000,5.14,140,N/A,2024-10-23 00:13:10,CA,2024-10-22 17:11:05,2024-10-23 03:52:43
Santiago,-70.6483,-33.4569,800,Clear,clear sky,23.41,23.09,21.9,25.71,1014,49,10000,8.23,220,N/A,2024-10-23 00:25:51,CL,2024-10-22 15:22:28,2024-10-23 04:31:12
Shanghai,121.4581,31.2222,803,Clouds,broken clouds,14.92,14.35,14.92,14.93,1022,72,10000,6,330,N/A,2024-10-23 00:16:55,CN,2024-10-23 03:32:31,2024-10-23 14:44:10
Beijing,116.3972,39.9075,800,Clear,clear sky,1.94,1.94,1.94,1.94,1021,58,10000,0.38,51,1.38,2024-10-23 00:20:56,CN,2024-10-23 04:03:05,2024-10-23 14:54:05
Chongqing,106.5528,29.5628,800,Clear,clear sky,18.16,18.49,17.34,19.57,1023,94,10000,1,130,N/A,2024-10-23 00:17:23,CN,2024-10-23 04:30:26,2024-10-23 15:45:30
Tianjin,117.1767,39.1422,800,Clear,clear sky,3.97,3.97,3.97,3.97,1022,93,8000,1,150,N/A,2024-10-23 00:17:51,CN,2024-10-23 03:58:58,2024-10-23 14:51:59
Guangzhou,113.25,23.1167,803,Clouds,broken clouds,23.97,24.07,23.97,23.97,1015,63,10000,6.7,348,13.25,2024-10-23 00:17:14,CN,2024-10-23 03:57:18,2024-10-23 15:25:03
Shenzhen,114.0683,22.5455,804,Clouds,overcast clouds,25.1,25.44,24.62,26.19,1013,68,10000,6.6,15,11.29,2024-10-23 00:22:41,CN,2024-10-23 03:53:30,2024-10-23 15:22:18
